Rock_Type,Formation_Type,Mineral_Content,Hardness_Scale,Area_Sq_km,Density,Porosity_Percentage,Sample_Location,Depth_m,Erosion_Rate_mm_per_yr
Metamorphic,Plutonic,8.03993944,20.61741992,292.2915739,8.634664997,199.5963624,Limestone,57.65438513,0.801898552
Igneous,Plutonic,7.007509186,46.20722697,33.29528493,4.063176832,185.8856729,Limestone,223.3628063,0.820214272
Igneous,Plutonic,5.460097849,20.94648025,6.356139451,38.63249586,62.45972342,Limestone,64.2121739,3.541340729
Metamorphic,Plutonic,1.723115271,80.87963848,620.6329062,32.0650389,185.0874519,Limestone,267.5397131,0.489454577
Metamorphic,Plutonic,6.804612349,96.10269374,228.9610081,0.980111653,184.3413556,Limestone,79.29839273,0.352145951
Sedimentary,Volcanic,9.731029672,22.40390589,278.4595954,45.47249114,162.5310316,Granite,29.21736776,1.52534031
Metamorphic,Sediment,5.754712485,15.77516062,71.67157527,30.61909144,15.61050407,Basalt,141.5684958,4.530038312
Igneous,Sediment,6.145127613,93.91026717,921.2721991,30.37287272,100.5425038,Granite,195.1173547,2.050047252
Igneous,Volcanic,9.249654928,99.09404199,33.09033291,48.47760444,160.6371959,Granite,22.50145194,0.796315662
Sedimentary,Volcanic,8.001678784,66.26329103,905.7379414,22.88986408,100.6676926,Granite,251.1939936,2.324013238
Sedimentary,Volcanic,4.837877945,52.63679014,244.358879,16.5211256,57.52967508,Granite,13.69896536,3.323038597
Igneous,Volcanic,5.830337898,84.26515038,770.3126535,12.32928198,117.2619378,Granite,147.1291969,1.81210974
Sedimentary,Plutonic,8.165539229,35.34799231,36.59695107,44.3637906,134.0560856,Granite,54.55753809,1.965398365
Igneous,Sediment,2.057041578,39.8199855,476.3882338,16.51500706,103.1340903,Basalt,267.7350751,2.539118339
Metamorphic,Volcanic,6.299607075,36.95291501,860.4430802,34.78615255,118.7447697,Granite,154.9554497,2.255575457
Igneous,Volcanic,0.878370498,59.29351376,398.259278,27.51645221,24.81300417,Granite,235.8532669,3.910804779
Sedimentary,Sediment,5.119560464,83.09305575,206.8122596,46.90420805,115.6369387,Limestone,22.70571171,1.856330669
Metamorphic,Volcanic,3.137176705,98.26849075,613.3341194,20.98735259,183.1382831,Limestone,108.3853855,0.354549431
Igneous,Plutonic,7.471457606,14.62650813,697.1596958,24.57198735,84.9258483,Basalt,69.48275423,3.155217953
Igneous,Plutonic,9.874558514,12.3619352,203.4918997,18.87056632,26.22407483,Granite,280.5973423,4.351899151
Sedimentary,Plutonic,9.103813907,43.81927803,492.4006954,3.104529874,167.8745732,Limestone,234.1462614,1.204315755
Sedimentary,Volcanic,3.932889452,47.70872644,659.3617968,23.27895184,54.63807881,Granite,89.24563292,3.430151159
Igneous,Sediment,5.17313008,99.45310308,489.9256787,2.789870997,187.7390833,Limestone,91.79126883,0.250687304
Metamorphic,Volcanic,0.398253767,7.22857614,171.1346041,31.70782035,73.59721649,Limestone,275.1900123,3.455769909
Sedimentary,Sediment,7.932735643,32.08368395,986.1158023,33.32493991,3.48775189,Limestone,138.9264748,4.609408123
Metamorphic,Plutonic,9.103238748,29.59603475,926.86639,30.76815771,116.6087283,Limestone,109.748131,2.371865086
Sedimentary,Plutonic,9.569236107,43.06161702,634.3862398,31.85426846,128.6786771,Granite,91.81283347,1.995810288
Metamorphic,Sediment,8.647414812,59.36035405,388.4455819,16.11371798,22.7369482,Basalt,183.0727476,3.951657495
Igneous,Volcanic,7.826074429,42.24657943,915.660849,6.276782514,97.57785884,Limestone,192.7277421,2.625977029
Metamorphic,Volcanic,5.696041114,88.94943101,684.0334557,41.25165655,132.4251821,Limestone,103.2730416,1.462002047
Igneous,Volcanic,2.725837965,34.99613429,408.1781442,41.34037368,142.1872102,Basalt,248.0527093,1.806294454
Metamorphic,Plutonic,9.251363961,81.47971588,962.2775748,47.49307198,64.19235685,Granite,117.6921178,2.901355704
Igneous,Volcanic,5.752057944,69.05461963,464.7056708,39.38845143,126.4013626,Limestone,178.7610837,1.781426552
Igneous,Sediment,1.45395119,17.13144307,313.2872291,48.1237502,15.2420696,Basalt,288.0753713,4.523844177
Metamorphic,Volcanic,4.771072314,43.59612532,846.8798639,41.5738074,26.79680177,Granite,243.52332,4.028102711
Sedimentary,Volcanic,5.107033625,32.31270948,108.3792292,29.61138692,156.0663012,Granite,265.7023547,1.555546882
Igneous,Sediment,9.716191028,12.31885211,396.7840004,2.433822983,127.1487967,Granite,266.3008829,2.333835545
Metamorphic,Sediment,6.872630689,38.8709136,759.923856,49.83064716,0.224407874,Granite,248.4167431,4.606802707
Igneous,Plutonic,3.262716169,74.70664704,237.0408602,10.09102023,161.9196273,Granite,230.2164506,1.014540983
Igneous,Plutonic,8.112204909,75.73401366,95.86204589,44.14392079,75.52350979,Limestone,65.89935393,2.732189667
Metamorphic,Volcanic,5.675669612,34.58647563,709.8697744,34.7309306,170.0214906,Limestone,298.0675673,1.253705431
Igneous,Volcanic,7.9956393,14.15489722,762.642795,28.34497692,112.6362482,Granite,101.1736937,2.605726064
Sedimentary,Plutonic,1.607329808,17.30519412,57.59950627,40.26749125,148.7896856,Basalt,257.0185823,1.851154347
Metamorphic,Volcanic,7.0414313,16.77860031,735.9590198,27.89259658,21.73459066,Granite,271.5367049,4.397522184
Igneous,Volcanic,9.023171027,62.78642047,419.6412198,11.89620516,19.52010514,Limestone,241.7998497,3.981733693
Metamorphic,Sediment,9.667530779,1.404063212,479.361287,5.30178938,83.70780838,Basalt,174.1838384,3.3118032
Metamorphic,Volcanic,4.291006603,1.722348308,987.8447676,46.29021302,154.4746215,Limestone,120.2042697,1.893284086
Sedimentary,Sediment,6.894901814,70.97683765,340.2546412,1.984325698,124.4629034,Limestone,284.4251236,1.800973555
Metamorphic,Plutonic,7.477872899,22.79873886,555.8103014,19.51073656,109.3001059,Basalt,217.2178471,2.586010493
Metamorphic,Volcanic,4.867171546,91.23162612,692.1146879,17.61594207,122.4667651,Granite,136.6130166,1.638348436
Metamorphic,Sediment,7.920308389,0.744957763,585.5655117,1.174570058,195.8668792,Granite,152.2597625,1.075212838
Metamorphic,Sediment,2.787995061,11.06995141,341.6952128,31.70396111,194.5776642,Limestone,28.32010156,0.997747201
Metamorphic,Sediment,2.102369987,27.69433348,766.004126,3.948670512,178.8794682,Basalt,65.6960991,1.1454673
Igneous,Sediment,7.180275968,76.05517645,893.0837092,10.37694595,144.6535355,Basalt,105.9227925,1.346377525
Metamorphic,Volcanic,3.88287097,50.83120568,131.1737266,17.93622643,188.0978702,Limestone,54.18861846,0.729730539
Igneous,Plutonic,3.15163952,80.72783417,249.9786926,8.239521146,38.10289811,Basalt,295.7029244,3.430663696
Igneous,Sediment,4.133076101,39.59673293,757.0180167,3.136983837,33.90756992,Limestone,215.9640305,3.925881272
Sedimentary,Plutonic,3.196512669,70.16783106,22.86034398,29.51798094,108.8491497,Basalt,43.4569126,2.121338694
Sedimentary,Sediment,1.187358627,92.81541983,505.0169383,2.495026464,29.71156788,Granite,201.7658462,3.477614444
Metamorphic,Sediment,4.767644428,59.76627863,458.2750842,46.27574863,165.0497455,Limestone,294.0433497,1.101342303
Sedimentary,Sediment,9.392329417,72.86978987,52.53042102,49.95508883,94.66373913,Basalt,18.29911069,2.378027319
Igneous,Plutonic,9.914233105,57.03767176,459.0040227,0.989471542,85.68023389,Basalt,54.98122416,2.716018605
Metamorphic,Plutonic,7.189489922,0.786690252,533.0356805,2.185810918,142.9659992,Basalt,285.9058478,2.132813114
Sedimentary,Plutonic,0.433205482,10.30841612,515.5929737,49.12310522,82.29134616,Limestone,184.6718864,3.251088916
Igneous,Volcanic,7.616533303,92.79200892,177.0166511,45.57130077,125.2848494,Basalt,241.6820748,1.566382922
Sedimentary,Plutonic,2.955552224,50.01009596,208.9591901,42.73020668,40.9158185,Basalt,164.4980336,3.68158267
Metamorphic,Volcanic,4.179132134,4.958951321,412.1476492,39.21987097,105.7865042,Basalt,91.4390672,2.834680403
Sedimentary,Volcanic,4.454133154,77.42655998,668.1537598,5.545162061,106.2493156,Limestone,59.6085717,2.100748087
Metamorphic,Plutonic,9.784073091,73.8625373,81.00079497,12.41146296,15.62513512,Limestone,111.0289073,3.948871925
Metamorphic,Sediment,8.226845545,6.675554834,165.3571994,13.37226218,124.8160603,Granite,292.4050344,2.436923245
Sedimentary,Sediment,8.227320657,20.09265169,710.0628067,27.81938761,98.32557304,Limestone,272.5157421,2.832562022
Metamorphic,Volcanic,5.881297559,13.72096748,164.9677906,46.09867069,16.04103916,Limestone,41.37423313,4.541969542
Metamorphic,Sediment,6.531136838,22.43374114,826.0991034,20.80032389,96.47996256,Limestone,38.5914473,2.846063337
Metamorphic,Sediment,0.281636098,75.92362322,73.98970375,32.00795102,107.5062903,Granite,155.5471639,2.090637962
Metamorphic,Volcanic,2.996850222,75.60286357,400.6135514,7.56272859,11.20862808,Granite,102.7643987,4.019798803
Sedimentary,Plutonic,6.080549795,22.03220932,742.2047934,5.436290663,94.39295145,Basalt,161.011276,2.891818878
Metamorphic,Volcanic,8.210120963,11.7947683,1.674994074,26.68548559,30.14501444,Limestone,171.5080099,4.279152028
Metamorphic,Plutonic,0.329028058,49.06750196,390.7400058,7.812369122,93.56944827,Basalt,143.1508225,2.637936015
Metamorphic,Plutonic,0.678814343,67.69077928,913.6999731,30.67213668,125.4382589,Basalt,224.5209166,1.814327029
Metamorphic,Volcanic,9.360706086,98.247701,492.6848753,47.2503917,71.84852812,Basalt,218.2934406,2.580552428
Igneous,Sediment,9.367956852,1.623277738,920.5432422,44.25250564,41.09716052,Limestone,122.9140799,4.161824012
Sedimentary,Plutonic,1.229196433,74.7186807,777.4135602,44.04709602,88.29039213,Limestone,189.0184471,2.48700535
Sedimentary,Volcanic,8.436475203,9.337831725,119.1581676,40.88923267,88.39389474,Granite,240.8608163,3.138743788
Igneous,Volcanic,0.001503811,11.50280796,368.3432644,19.88286003,166.7515761,Granite,152.9347495,1.549940398
Sedimentary,Volcanic,9.179645341,42.46977057,66.96385262,22.89810224,82.20175674,Basalt,164.8371756,2.931267159
Igneous,Plutonic,6.39829154,5.890447044,617.5294327,6.613683515,86.36263678,Basalt,267.6990519,3.213842794
Sedimentary,Sediment,1.338365281,20.87595066,423.0187634,3.019693562,57.25532278,Limestone,23.24073835,3.646134038
Sedimentary,Sediment,4.770436211,57.33787248,749.2823555,46.16196901,87.52417882,Granite,188.3429855,2.676137699
Metamorphic,Volcanic,0.600682909,47.53138283,870.007363,29.61393435,75.0202826,Basalt,26.7738811,3.02428052
Igneous,Plutonic,4.985858789,91.87033173,73.89422817,26.54357095,85.26465709,Basalt,227.8391578,2.376003541
Igneous,Sediment,1.511504764,17.11952774,716.0043513,33.99787567,103.5365587,Granite,1.367421274,2.758073549
Sedimentary,Volcanic,8.55664776,98.73976729,667.4442074,46.66139728,151.5629206,Limestone,205.248577,0.981343915
Igneous,Sediment,3.512634959,7.96596651,32.17089089,22.52807668,91.90714832,Basalt,115.855573,3.082197368
Metamorphic,Sediment,0.299230144,19.93452369,136.5144997,0.63693008,123.8267128,Limestone,29.68378939,2.324120507
Sedimentary,Plutonic,1.483895355,9.911316293,764.6654092,44.16892017,23.75880596,Basalt,184.69948,4.425710718
Sedimentary,Volcanic,6.196886446,28.13264906,588.513225,21.66408746,21.52904987,Limestone,287.4741199,4.288092512
Metamorphic,Sediment,6.786354425,95.39595102,151.0233074,39.70768391,84.12516356,Basalt,278.9058441,2.363537219
Igneous,Sediment,6.869909571,14.7165443,32.47457793,6.281112088,142.5379554,Basalt,3.162544226,2.002075448
Igneous,Plutonic,4.782645002,55.30533234,812.267582,22.32974251,1.097339053,Basalt,65.63465388,4.424999896
Sedimentary,Plutonic,0.475542932,98.09524049,638.4223348,0.096001385,7.7058389,Limestone,67.65660993,3.864930817
Sedimentary,Sediment,7.788555215,39.90191855,505.3625106,43.62543877,178.2485854,Granite,128.351464,1.036009107
Metamorphic,Plutonic,7.601594776,23.41758093,175.1863996,48.81471433,127.6402021,Limestone,197.1862388,2.213020148
Igneous,Plutonic,8.778378809,2.703440199,285.8883879,35.95850083,90.92463813,Limestone,282.8606879,3.154472835
Igneous,Volcanic,4.505744964,12.7032218,907.3002662,0.255838628,151.7526989,Limestone,2.501297466,1.837913803
Igneous,Volcanic,4.632150465,20.55466999,951.6628538,19.8370248,6.19056483,Basalt,233.038312,4.670642003
Metamorphic,Sediment,3.165839487,63.94583401,405.2280525,21.92570459,52.75928853,Basalt,236.4997825,3.305355889
Metamorphic,Sediment,4.637204901,3.961749638,944.7671696,24.84603918,97.19438949,Limestone,103.9351966,3.016494714
Sedimentary,Sediment,6.351478355,40.15426058,749.4793493,43.82912868,97.94629295,Limestone,195.7656975,2.639531535
Sedimentary,Plutonic,2.955369928,62.5402798,635.2393935,25.59874625,31.96921159,Basalt,217.5929601,3.73521297
Sedimentary,Volcanic,3.196641096,38.82147904,851.5438522,34.0562527,16.53417942,Granite,169.6137265,4.281101621
Sedimentary,Sediment,0.869201144,64.54564903,394.6523122,40.64994786,156.0357637,Basalt,299.9125136,1.233828236
Igneous,Volcanic,2.991702728,17.50787958,185.3182384,29.94594933,66.90883022,Basalt,272.056449,3.4867446
Igneous,Plutonic,0.793562507,76.48168119,489.710645,31.8716718,117.5648489,Limestone,159.0775812,1.88388621
Igneous,Volcanic,6.98347355,54.57063388,922.4716977,27.58387929,183.9331465,Limestone,241.9005233,0.775630732
Igneous,Plutonic,8.475478568,89.72874742,202.5564228,17.1277309,179.8747905,Basalt,44.76443746,0.505216716
Metamorphic,Sediment,4.901448922,10.47485483,152.5468066,29.44446429,79.22030312,Limestone,127.1076377,3.310845389
Metamorphic,Plutonic,5.081314518,66.0727912,499.3294744,17.08861945,38.56169494,Basalt,139.3419412,3.568038189
Igneous,Plutonic,3.755530285,81.54452418,15.29718549,28.51988936,123.691853,Granite,296.3689632,1.710717698
Sedimentary,Plutonic,8.853642175,51.75672725,288.5154526,0.509249956,48.15615569,Limestone,254.2306166,3.519309614
Igneous,Plutonic,9.732562419,70.10542417,603.8542082,30.31170658,129.9815258,Granite,0.536735594,1.699315242
Sedimentary,Sediment,3.699584038,32.92788221,977.9331891,0.036334951,147.2689434,Basalt,121.5860735,1.72534231
Metamorphic,Volcanic,0.647603745,36.09528608,127.8488102,1.867998175,136.6906125,Granite,7.405372214,1.90523489
Metamorphic,Sediment,0.11964104,42.59840245,130.5653499,22.30638077,73.20686358,Limestone,30.68320591,3.109878704
Sedimentary,Sediment,6.39707176,64.97221863,644.6779034,43.2315005,1.354748148,Granite,8.320506293,4.323182851
Igneous,Plutonic,5.23165286,46.6015528,990.5674753,17.87680348,77.82083888,Limestone,250.7119108,2.977567694
Igneous,Sediment,6.230921784,7.1075121,57.65929484,26.42759015,79.35447037,Granite,220.6293994,3.341835472
Sedimentary,Plutonic,6.280621846,0.030653721,16.87765733,41.98572433,32.91703602,Limestone,170.8786553,4.341352742
Igneous,Volcanic,9.404968098,96.66066445,844.2527361,44.44616255,181.0117501,Basalt,22.96674294,0.413158354
Igneous,Plutonic,8.572428211,41.57321272,42.66565437,26.65855501,23.34080911,Granite,23.73434121,4.117451691
Metamorphic,Volcanic,4.675788186,31.47689858,881.3176806,15.77954217,164.5152602,Granite,1.467364435,1.39492581
Sedimentary,Sediment,9.492085348,5.432902462,262.8833546,1.244328468,191.8709876,Granite,15.50553549,1.108251223
Igneous,Plutonic,3.490030416,66.38402984,322.0157966,0.374337029,48.11450661,Limestone,214.407794,3.373869569
Metamorphic,Volcanic,3.782784278,82.02853381,738.9799714,29.29932869,18.89506503,Granite,294.5998228,3.801813361
Igneous,Sediment,5.206728569,26.01792849,602.1346385,35.33899098,93.50089967,Granite,192.5492949,2.869802722
Igneous,Volcanic,1.080401182,87.40655511,680.7251314,38.64934802,22.74701206,Limestone,155.7908048,3.670994208
Sedimentary,Plutonic,6.925947805,52.22828495,99.20899456,3.032959568,123.2032471,Limestone,239.0673789,2.013652208
Igneous,Volcanic,9.966290409,56.82174776,229.4973472,20.25382819,21.32792996,Granite,124.1612007,4.005223923
Metamorphic,Volcanic,8.401672799,39.01997119,51.73357581,8.29557104,133.9355406,Granite,207.3676544,1.931089477
Igneous,Volcanic,1.980417496,81.01415422,280.8556319,27.78576168,61.54112845,Limestone,207.9351057,2.959035889
Sedimentary,Sediment,3.756751148,76.18069228,483.4260967,32.01351168,185.2106276,Granite,130.6034343,0.533980526
Igneous,Volcanic,5.506449751,18.91177895,693.4322632,10.63537244,137.9916415,Granite,276.9550291,2.051049381
Igneous,Volcanic,9.413008893,80.18281854,539.1445966,41.86092644,91.55193997,Basalt,113.0753105,2.367133015
Sedimentary,Volcanic,7.023351295,20.7324105,74.27953948,18.30133126,68.12706894,Basalt,36.15723092,3.430134516
Igneous,Volcanic,8.545622958,66.81477881,25.79116349,27.00797786,30.76063739,Granite,153.366041,3.716639464
Igneous,Plutonic,7.712525594,41.30536161,596.8648887,27.32194645,115.521172,Basalt,143.4351404,2.276522945
Sedimentary,Plutonic,1.670319649,24.16142695,894.0493466,36.91032437,196.5731677,Basalt,16.23902287,0.826922376
Igneous,Sediment,3.165721045,95.92876905,439.3788109,30.21687232,113.9482879,Limestone,42.20682096,1.761746552
Metamorphic,Volcanic,7.311042985,5.831259848,537.9628915,27.63188921,40.36969008,Granite,225.1272677,4.1342936
Igneous,Sediment,8.961768163,97.90679996,26.81693614,15.48624534,184.9647627,Granite,15.15162211,0.321636747
Igneous,Volcanic,2.720251936,53.33885543,740.1971394,11.40282103,60.06883756,Basalt,58.36152877,3.265234694
Sedimentary,Plutonic,4.430620543,50.43460497,899.2269707,38.53771902,143.0690101,Basalt,171.8009274,1.634273748
Sedimentary,Volcanic,3.285802026,7.007694031,258.807605,9.734362951,45.57945576,Granite,68.03246435,4.018333945
Sedimentary,Sediment,4.305466815,38.07148797,337.0467626,44.06187857,40.54748292,Limestone,49.09610166,3.808335462
Sedimentary,Volcanic,0.760028946,92.48601555,194.3463045,28.61339925,74.74356387,Granite,166.5899252,2.580268567
Igneous,Plutonic,6.425663387,84.00770298,507.263033,16.36203558,36.21598474,Limestone,182.0451064,3.435603275
Metamorphic,Sediment,1.320043883,85.58071523,27.78948798,42.26499212,43.84932437,Granite,146.3573532,3.26720636
Metamorphic,Volcanic,7.305207029,78.41668389,401.7797893,24.97273794,5.914531626,Granite,103.2078178,4.097542529
Metamorphic,Plutonic,2.615788479,39.00690741,300.8933703,7.986990183,188.3460637,Limestone,128.7836503,0.843009652
Sedimentary,Volcanic,6.37802712,92.67611362,572.4738149,6.349958252,157.7162714,Limestone,232.3992216,0.918913436
Igneous,Plutonic,4.046097405,53.93936247,424.8860047,11.21222269,152.5843422,Limestone,223.3305079,1.408919532
Igneous,Sediment,6.470558919,45.56404906,464.8060327,14.92219242,53.14491811,Limestone,254.691419,3.481461147
Igneous,Sediment,8.593742224,1.534487795,719.6063469,16.49610568,183.8694687,Limestone,72.63604595,1.307265747
Metamorphic,Volcanic,3.35403139,74.73360945,74.09936007,35.40195234,134.9357647,Limestone,91.20649377,1.553948611
Metamorphic,Plutonic,7.127693188,90.29247042,803.9412208,25.89211713,26.48910041,Limestone,267.70177,3.567293287
Sedimentary,Sediment,4.897180794,40.78775293,547.7531786,10.67738128,67.23823156,Basalt,220.6516629,3.24735784
Metamorphic,Volcanic,5.634743821,76.22788552,761.964602,37.67896992,28.83772373,Granite,195.0604353,3.66096667
Metamorphic,Volcanic,4.801799251,6.209095232,835.0537825,10.98575873,2.588055453,Limestone,193.0310659,4.886147939
Metamorphic,Volcanic,1.721053122,6.170667283,933.7709367,7.42392994,104.0098663,Basalt,110.1897875,2.858096001
Metamorphic,Plutonic,0.447405978,31.43537688,350.4703867,24.67188435,141.3469149,Granite,299.9933855,1.858707933
Igneous,Volcanic,5.1857127,94.2753117,527.4509734,29.68411588,27.81340583,Granite,171.2477392,3.500978766
Metamorphic,Plutonic,2.605620176,27.40484268,433.8776562,32.68691339,123.4659439,Granite,91.88269474,2.256632695
Metamorphic,Volcanic,0.287516219,24.40465801,452.8310478,45.47577135,122.0725698,Basalt,263.2523774,2.314502024
Metamorphic,Plutonic,5.940274432,44.3167436,328.5818088,48.5046606,95.64974191,Basalt,107.7740064,2.643837726
Metamorphic,Volcanic,9.077281977,81.18643591,588.7394715,28.30321172,99.47012369,Granite,28.89529567,2.198733167
Metamorphic,Volcanic,6.874972147,37.55335371,17.02227639,36.30278436,25.86140249,Basalt,239.3749923,4.107238413
Metamorphic,Plutonic,2.595655763,58.64076213,569.764119,8.843508933,87.80746998,Basalt,245.7113003,2.657442979
Sedimentary,Sediment,9.719797206,1.816508687,146.654183,30.87197856,0.502621261,Limestone,227.3970052,4.971782488
Sedimentary,Sediment,5.830129088,67.286454,624.2408942,29.9506895,20.4824785,Basalt,70.56742446,3.91748589
Igneous,Sediment,4.639174423,33.4390496,783.060527,33.76365007,62.29407529,Granite,285.3267714,3.419727998
Sedimentary,Plutonic,6.442419358,84.66251672,904.5852879,9.881662819,79.54623873,Granite,18.29068713,2.562450058
Igneous,Sediment,1.478211424,58.74662405,517.1332043,21.8761721,143.3924779,Basalt,79.77196617,1.544684201
Sedimentary,Volcanic,4.144470974,93.82162707,567.0903364,34.07167495,149.0994337,Basalt,134.0143031,1.079795055
Sedimentary,Plutonic,4.308094539,47.02043373,862.0196996,18.18078078,177.0564127,Granite,12.27504972,0.988667408
Sedimentary,Sediment,2.528351599,89.73888178,932.7709877,10.38374593,43.43195273,Granite,226.2737738,3.233972127
Igneous,Volcanic,3.614654394,20.56558786,227.2353924,15.20921292,166.5975892,Basalt,136.9132977,1.462392338
Igneous,Volcanic,1.270886121,37.15360778,323.1677929,3.805085204,164.6583071,Basalt,219.4051645,1.335297779
Sedimentary,Plutonic,4.355620985,70.15428562,338.7094087,46.79180071,100.1563433,Limestone,33.36087737,2.295330278
Sedimentary,Sediment,4.751819343,36.0130794,34.10418998,17.48548988,195.2681636,Granite,77.89480962,0.734505935
Igneous,Volcanic,7.240027708,15.41398456,169.3204845,14.82454851,2.922944103,Basalt,145.0936092,4.787401272
Igneous,Sediment,9.698255037,28.15309114,669.8275621,42.21405572,187.8912036,Basalt,7.597899661,0.960645017
Sedimentary,Volcanic,8.451184246,8.139958627,313.3866714,37.13260552,73.64791733,Basalt,16.95468753,3.445642067
Sedimentary,Volcanic,7.432450114,55.67660757,465.2602412,20.67784446,125.6311342,Granite,275.1148864,1.930611241
Sedimentary,Plutonic,4.20459671,38.76140807,361.2668296,9.95953574,166.5526396,Limestone,69.0484733,1.281333128
Sedimentary,Sediment,5.544115855,78.13413968,25.794481,25.1757053,80.44367087,Basalt,21.83491497,2.609785186
Igneous,Volcanic,8.187243586,40.29862463,372.7027081,33.67084213,88.69527457,Limestone,111.6252346,2.823108262
Metamorphic,Sediment,5.624416131,36.12358113,753.6367849,37.91425969,151.0081153,Granite,237.1037307,1.618601883
Igneous,Sediment,5.434725562,82.00676824,268.4835756,45.71970804,80.40726768,Limestone,159.0647304,2.571786964
Igneous,Sediment,1.662451573,3.504399746,91.7548446,0.10891163,154.1251624,Limestone,227.8896667,1.882452755
Metamorphic,Plutonic,4.167566245,60.86338599,150.0442826,42.22747417,124.2132215,Limestone,105.7098706,1.90710171
Metamorphic,Volcanic,8.562891173,71.06284804,418.2770355,18.15607427,40.30302625,Granite,52.43663139,3.483310995
Igneous,Sediment,4.514840764,36.99757334,61.38790303,15.50745162,26.74788255,Granite,240.6252848,4.095066616
Igneous,Plutonic,4.78216137,18.41494189,161.431468,40.93162807,111.3577492,Basalt,150.8750079,2.588695597
Metamorphic,Sediment,4.479990163,74.45022908,550.3180383,5.966306945,13.89150552,Basalt,80.36199983,3.977667599
Metamorphic,Plutonic,9.73263993,8.167300339,537.9903723,46.04295964,15.37129583,Basalt,57.07753222,4.61090108
Metamorphic,Sediment,6.209882239,1.383137246,926.2517964,5.368046618,12.08525953,Limestone,57.66892564,4.744463437
Igneous,Sediment,6.103448635,94.10637476,479.0749158,26.76349548,88.61606621,Limestone,160.9041985,2.286614928
Sedimentary,Sediment,2.693527466,69.49268157,709.9285854,26.04205162,171.9016774,Limestone,198.2390361,0.867039637
Metamorphic,Plutonic,4.934955089,84.2113261,584.3205469,3.800121655,160.5216214,Granite,253.6771016,0.947454312
Sedimentary,Plutonic,0.480760962,77.04158719,980.8588711,39.53665539,79.57589125,Basalt,215.3188092,2.638066303
Sedimentary,Volcanic,2.921742204,65.77465844,517.5209487,33.11137037,82.767158,Granite,46.25026623,2.686910256
Igneous,Volcanic,4.210430439,47.74091185,677.8617516,14.22568478,129.1301553,Limestone,70.15124845,1.939987776
Igneous,Plutonic,7.649086777,72.21115995,117.7483072,29.63274519,17.61000539,Basalt,290.7372956,3.925688293
Sedimentary,Volcanic,3.392396282,2.026114965,503.6150487,6.093133431,130.1885624,Granite,219.3018258,2.375967602
Igneous,Plutonic,8.592659733,88.86435019,309.4495363,17.88798713,194.8945791,Basalt,130.1765467,0.213464917
Metamorphic,Plutonic,4.047058663,92.53606319,187.3023298,23.70378873,97.08519481,Basalt,222.7584776,2.132935472
Metamorphic,Plutonic,4.354135025,86.32221121,670.2469813,46.54837663,52.40423769,Basalt,243.7207524,3.088693134
Sedimentary,Volcanic,1.16773209,80.19300984,848.7292395,20.32982415,140.0027673,Limestone,290.6107364,1.398014556
Sedimentary,Sediment,1.849339025,61.81409583,47.43053076,16.93018375,28.23735683,Limestone,161.0348975,3.817111905
Metamorphic,Volcanic,6.032158566,98.9405768,966.802485,44.13306703,113.4962569,Basalt,265.8188554,1.740669093
Metamorphic,Sediment,3.549178172,20.09312518,526.045387,26.56046492,182.0143278,Limestone,1.720874257,1.158782192
Sedimentary,Volcanic,8.555514528,60.82354969,939.6444968,37.2607966,73.25189022,Granite,190.439747,2.926726699
Metamorphic,Sediment,3.697196641,92.15654831,19.68475822,27.73950689,101.4662782,Granite,57.04186894,2.049108952
Igneous,Sediment,4.281466619,29.68920254,670.4098417,37.65643641,154.2791376,Granite,118.3055775,1.617525223
Igneous,Plutonic,1.913893581,29.40501097,534.7341099,30.76513051,158.9745955,Limestone,215.9209175,1.526457979
Sedimentary,Volcanic,1.743699066,74.39909888,115.1107045,45.88772364,137.9540119,Basalt,33.57400995,1.496928773
Igneous,Sediment,8.365778507,67.84189146,711.8971268,24.37144379,120.941043,Granite,128.4340867,1.902760226
Sedimentary,Volcanic,5.675095575,78.97911626,199.7644113,43.794802,61.20180761,Granite,44.26995259,2.986172685
Igneous,Plutonic,6.345490613,52.44097493,291.5334893,31.40853609,142.8703748,Limestone,81.77640233,1.618182755
Igneous,Plutonic,1.166408405,51.03051171,282.9793171,16.26125705,98.79378442,Limestone,219.3601397,2.513819194
Sedimentary,Sediment,0.149599802,47.82173717,123.4901417,42.66139117,51.95534976,Limestone,121.2010303,3.482675633
Metamorphic,Plutonic,0.474234487,14.91427858,1.789790322,18.00176546,162.1375614,Basalt,172.7335336,1.608105987
Sedimentary,Volcanic,8.399061454,17.54583007,677.341553,37.29287819,68.8001772,Basalt,34.28930434,3.448538155
Sedimentary,Plutonic,7.422027566,52.1470526,469.7313237,41.85550198,98.58122546,Limestone,88.49263782,2.506904965
Metamorphic,Plutonic,7.48431728,26.98471876,276.2854882,10.43673947,20.67746477,Granite,240.4726788,4.316603517
Igneous,Plutonic,7.006849342,38.32131854,724.9844688,48.06228884,93.24971901,Limestone,146.485607,2.751792434
Sedimentary,Plutonic,5.290607545,26.65601805,248.0040599,24.41923611,100.1460922,Granite,86.78459205,2.730517975
Sedimentary,Volcanic,5.823129335,77.07913549,689.5786362,7.355423573,128.478354,Limestone,1.025486847,1.659641565
Sedimentary,Volcanic,3.926967669,46.10278492,795.5567869,44.00469465,143.6395447,Basalt,232.575675,1.666181256
